"","N","Time"
"1",80,0.0037691593170166
"2",160,0.0468649864196777
"3",320,0.0739989280700684
"4",640,0.1873459815979
"5",1280,0.782612800598145
"6",2560,2.11483502388
"7",5120,2.22221088409424
"8",10240,2.49546408653259
"9",20480,3.09911203384399
"10",40960,4.32914900779724
"11",81920,7.16659808158875
"12",163840,11.8669519424438
"13",327680,23.730761051178
"14",655360,45.0163540840149
"15",1310720,1.36552780071894
"16",2621440,3.97542748451233
"17",NA,NA
