,N,Time
0,40.0,1.619985818862915
1,80.0,1.4658737182617188
2,160.0,1.5438275337219238
3,320.0,1.702136516571045
4,640.0,1.8103277683258057
5,1280.0,2.6928014755249023
6,2560.0,3.0566437244415283
7,5120.0,4.813089609146118
8,10240.0,8.205220222473145
9,20480.0,16.708678245544434
10,40960.0,39.82337784767151
11,81920.0,97.9438214302063
12,163840.0,212.8875389099121
