,N,Time
0,40.0,49.31859254837036
1,80.0,59.05260944366455
2,160.0,52.46159338951111
3,320.0,71.03130078315735
4,640.0,135.76001811027527
5,1280.0,214.96006727218628
6,2560.0,447.1771459579468
7,5120.0,1242.541847705841
8,10240.0,3784.6147084236145
9,20480.0,14192.598395586014
