,N,Affinity,Linkage,Covariance_Type,Time
594,160,cosine,average,tied,0.09862589836120605
595,320,cosine,average,tied,0.0771338939666748
596,640,cosine,average,tied,0.10278487205505371
597,1280,cosine,average,tied,0.23253798484802246
598,2560,cosine,average,tied,0.4988250732421875
599,5120,cosine,average,tied,0.5879883766174316
600,10240,cosine,average,tied,0.8014838695526123
601,20480,cosine,average,tied,1.274989366531372
602,40960,cosine,average,tied,2.4289193153381348
603,81920,cosine,average,tied,4.642895221710205
604,163840,cosine,average,tied,9.07494831085205
605,327680,cosine,average,tied,17.810498237609863
606,655360,cosine,average,tied,38.30900955200195
607,1310720,cosine,average,tied,79.37956404685974
608,40,cosine,average,diag,0.04254961013793945
609,80,cosine,average,diag,0.07121968269348145
610,160,cosine,average,diag,0.04994821548461914
611,320,cosine,average,diag,0.06286311149597168
612,640,cosine,average,diag,0.08723711967468262
613,1280,cosine,average,diag,0.20639610290527344
614,2560,cosine,average,diag,0.5214459896087646
615,5120,cosine,average,diag,0.5723721981048584
616,10240,cosine,average,diag,0.8653488159179688
617,20480,cosine,average,diag,1.3394150733947754
618,40960,cosine,average,diag,2.368192434310913
619,81920,cosine,average,diag,4.550463676452637
620,163840,cosine,average,diag,9.575028896331787
621,327680,cosine,average,diag,18.646554946899414
622,655360,cosine,average,diag,35.88276433944702
623,1310720,cosine,average,diag,75.62125849723816
624,40,cosine,average,spherical,0.10323715209960938
625,80,cosine,average,spherical,0.08206629753112793
626,160,cosine,average,spherical,0.052939414978027344
627,320,cosine,average,spherical,0.06585478782653809
628,640,cosine,average,spherical,0.09868788719177246
629,1280,cosine,average,spherical,0.24210429191589355
630,2560,cosine,average,spherical,0.4741501808166504
631,5120,cosine,average,spherical,1.0989878177642822
632,10240,cosine,average,spherical,0.8229827880859375
633,20480,cosine,average,spherical,1.2185924053192139
634,40960,cosine,average,spherical,2.6038951873779297
635,81920,cosine,average,spherical,4.639260292053223
636,163840,cosine,average,spherical,8.826883792877197
637,327680,cosine,average,spherical,19.003756761550903
638,655360,cosine,average,spherical,32.482720375061035
639,1310720,cosine,average,spherical,175.32944226264954
640,40,cosine,single,full,0.0494379997253418
641,80,cosine,single,full,0.22045469284057617
642,160,cosine,single,full,0.23255681991577148
643,320,cosine,single,full,0.2666513919830322
644,640,cosine,single,full,0.2847921848297119
645,1280,cosine,single,full,0.5871834754943848
646,2560,cosine,single,full,0.9554603099822998
647,5120,cosine,single,full,1.609065294265747
648,10240,cosine,single,full,3.4520087242126465
649,20480,cosine,single,full,5.0023627281188965
650,40960,cosine,single,full,10.108997344970703
651,81920,cosine,single,full,16.570839881896973
652,163840,cosine,single,full,89.09590864181519
653,327680,cosine,single,full,77.28472065925598
654,655360,cosine,single,full,171.85413146018982
655,1310720,cosine,single,full,203.25839614868164
656,40,cosine,single,tied,0.07873392105102539
657,80,cosine,single,tied,0.21035265922546387
658,160,cosine,single,tied,0.22288250923156738
659,320,cosine,single,tied,0.2265634536743164
660,640,cosine,single,tied,0.368762731552124
661,1280,cosine,single,tied,0.5828442573547363
662,2560,cosine,single,tied,1.1129357814788818
663,5120,cosine,single,tied,1.8731372356414795
664,10240,cosine,single,tied,3.3978395462036133
665,20480,cosine,single,tied,6.5817461013793945
666,40960,cosine,single,tied,13.907623529434204
667,81920,cosine,single,tied,24.818454027175903
668,163840,cosine,single,tied,57.03672480583191
669,327680,cosine,single,tied,120.05027747154236
670,655360,cosine,single,tied,207.0367453098297
671,1310720,cosine,single,tied,471.97828936576843
672,40,cosine,single,diag,0.04339742660522461
673,80,cosine,single,diag,0.14768671989440918
674,160,cosine,single,diag,0.16724491119384766
675,320,cosine,single,diag,0.2541813850402832
676,640,cosine,single,diag,0.21605253219604492
677,1280,cosine,single,diag,0.573174238204956
678,2560,cosine,single,diag,0.8759355545043945
679,5120,cosine,single,diag,1.8420002460479736
680,10240,cosine,single,diag,3.837604522705078
681,20480,cosine,single,diag,4.646880626678467
682,40960,cosine,single,diag,14.958298206329346
683,81920,cosine,single,diag,24.021207094192505
684,163840,cosine,single,diag,53.00063180923462
685,327680,cosine,single,diag,90.5105345249176
686,655360,cosine,single,diag,253.63138961791992
687,1310720,cosine,single,diag,415.01198053359985
688,40,cosine,single,spherical,0.0957801342010498
689,80,cosine,single,spherical,0.1461329460144043
690,160,cosine,single,spherical,0.1715235710144043
691,320,cosine,single,spherical,0.24977374076843262
692,640,cosine,single,spherical,0.20550251007080078
693,1280,cosine,single,spherical,0.6230158805847168
694,2560,cosine,single,spherical,1.3321983814239502
695,5120,cosine,single,spherical,1.9439561367034912
696,10240,cosine,single,spherical,2.6594436168670654
697,20480,cosine,single,spherical,5.870969533920288
698,40960,cosine,single,spherical,13.705562829971313
699,81920,cosine,single,spherical,26.399946928024292
700,163840,cosine,single,spherical,59.7946834564209
701,327680,cosine,single,spherical,125.17872524261475
702,655360,cosine,single,spherical,137.97131323814392
703,1310720,cosine,single,spherical,447.8892114162445
