"","V1","V2","V3","V4","V5","V6"
"1",1.00643181775,0.325354144590319,-0.62298436276832,0.759856220418076,0.777595886574607,0.100849353876815
"2",1.10097333303057,0.251435094179607,-0.328131899660265,0.762659234663544,0.498539404233706,0.0671020157078127
"3",1.16798751097373,0.222722032671611,-0.313080481182253,0.777045835962047,0.632137787806216,0.214035640461082
"4",1.12444581673251,0.307410685323207,-0.10365274820911,0.909713570658398,0.438163086099914,0.16507830805622
"5",1.09499125590109,0.358636088090311,-0.44501998641305,0.851771457981974,0.650522495441353,0.155554187218905
"6",1.09238177247808,0.300632898220087,-0.371245272638543,0.755209370330319,0.69083802800285,0.185352589743318
"7",1.01242264563545,0.309989688285041,-0.494156345476485,0.762944743542772,0.772430384058608,0.308355887778811
"8",1.15870094300705,0.182018906690057,-0.249580725084471,0.732584949406998,0.581957897065319,0.179897943289937
"9",1.03308135273634,0.226523674436963,-0.433735360517757,0.748953836944065,0.609778940936362,0.187232385956582
"10",1.04788822962106,0.200008172691099,-0.303402259831787,0.854139886756135,0.540816945505572,0.285494130494021
"11",1.08222069222008,0.286407966075127,-0.479431859419642,0.715766732372125,0.515264337389925,0.127551221684272
"12",1.06084731023827,0.389923417899432,-0.504890056541204,0.782844424290447,0.503500273683136,0.296633779702438
"13",1.07056066409999,0.296788647082645,-0.164236988806751,0.923519361351096,0.435387448863642,0.263034098208029
"14",1.07973557642737,0.232188834592183,-0.375802046754444,0.775555452354534,0.390842008862589,0.289311066537523
"15",1.04183064287168,0.304406881122655,-0.459201499441799,0.82974510155004,0.603276589973261,0.162134029881538
"16",1.07319863189825,0.25522115982186,-0.38809607767768,0.778729406374023,0.582823109514186,0.222819623391201
"17",0.962353316319219,0.361202921749159,-0.480208060239435,0.856214901347822,0.585387581364142,0.141101543423468
"18",1.10380234418856,0.0594327876549476,-0.200506417669202,0.805876785657946,0.383940489078139,0.226132954033118
"19",1.0227149094669,0.331055419558427,-0.274719574105093,0.838871623525228,0.404038899810216,0.171895291532511
"20",1.03171086747849,0.231976536258534,-0.318547869109702,0.855495047376435,0.544643786148327,0.19160792166772
"21",1.00677398806477,0.459101813537778,-0.56817127608229,0.730598979848084,0.571127212039331,0.210064439934302
"22",1.00693365985355,0.440100811064438,-0.403730786276961,0.690839995090487,0.654256748872862,0.0603509705222973
"23",1.0081547726442,0.109719945710641,-0.39778485921247,0.675583139314119,0.344559596032566,0.284760073020426
"24",1.07490974593739,0.242552870603819,-0.374168932830268,0.831504069975405,0.37402260751356,0.134553253155626
"25",1.01596610470571,-0.103609579935863,-0.151924835000775,0.804845152804251,0.0764621000095747,0.370062459675013
"26",1.14610872624679,-0.0979125195003164,-0.0413708799990746,0.689035629883326,0.426895475051324,0.254313973728992
"27",1.09413049176528,-0.21047458817092,-0.0727158782753861,0.756897310042834,0.0937981976951816,0.169626426155997
"28",0.999815651876368,0.116138168283502,-0.467852467562482,0.749752247016137,0.651046239627893,0.101131804583478
"29",1.12076543529668,-0.00315708308907415,-0.00837167756662604,0.886935115895676,0.232380908733846,0.202563566566704
