"","V1","V2","V3","V4","V5","V6"
"1",-1.0695013257479,0.225104582961735,-0.397659622993927,-0.723176244507288,0.6958863128286,0.235936404231772
"2",-1.09530523350531,0.210436515071915,-0.290770015927347,-0.923011601198851,0.497044536049239,0.37481415575221
"3",-1.03820113684196,0.477890268409655,-0.450721695540808,-0.677001474473099,0.491412889481466,0.0345472205094543
"4",-1.07581875767976,0.255509830729744,-0.218717262336981,-0.915212787264934,0.387227266221308,0.300514930016256
"5",-1.15582087835925,0.327685651491336,-0.287092804986371,-0.936800424952423,0.563182324755621,0.364943616065287
"6",-1.14861393425684,0.132937894221503,-0.136720673283951,-0.83647390448725,0.424454040864504,0.253759170469945
"7",-1.05606010828292,0.313107758307569,-0.438400375891806,-0.871504502072134,0.610166496407873,0.150550552913055
"8",-1.07824871547385,0.245270053219268,-0.286354229002526,-0.770521809767499,0.569461181624447,0.149651296438907
"9",-1.10000352346973,0.306820311614339,-0.383402983162639,-0.761403078407991,0.562812335927788,0.289313826327478
"10",-0.978668171398309,0.330500181018143,-0.479281466037567,-0.724579235342623,0.634757427142515,0.292170590904432
"11",-1.02461576251078,0.294183518186826,-0.432385995129215,-0.761668543330651,0.643679915141273,0.346416897873514
"12",-0.935748934478918,0.164473469855351,-0.601108571861362,-0.714201123399904,0.63603277778197,0.273899881384383
"13",-1.05319475376672,0.308963521149486,-0.390594531512105,-0.761413813479175,0.563020616037355,0.445602876991839
"14",-1.03551482183414,0.360815340105896,-0.409760345194859,-0.807456095915202,0.643163539297652,0.187044921173509
"15",-1.09614271591594,0.305457063008911,-0.352292736291481,-0.930639190872296,0.314392465688498,0.234279426622576
"16",-1.07630958082112,0.292695704505608,-0.199467366804935,-0.848144141904386,0.535202857355207,0.0862125874033092
"17",-1.0097425194283,0.43182848283271,-0.294254114224593,-0.836569869218118,0.537981137861834,0.282191013663069
"18",-1.12706562978913,0.0921593816517898,-0.206239962143576,-0.871599906221847,0.329052910443223,0.228052703114863
"19",-1.04401242747451,0.321627365999678,-0.320125824450801,-0.864184986053563,0.348072271835529,0.0938050729023129
"20",-1.07885870170184,0.218941054765433,-0.269315818709025,-0.840523833965374,0.50650939275672,0.422341768159551
"21",-1.1460861690798,0.12063298510762,-0.170245310697053,-0.812115519880603,0.437046529049798,0.36271953552527
"22",-1.04944047859292,0.312365270880884,-0.263833129334197,-0.831276281751465,0.48436199186925,0.105705963586772
"23",-1.05992612402079,0.305850514137636,-0.239193944524108,-0.832027906389738,0.375282162142591,0.128974532862729
"24",-1.03887334834002,0.330727576128745,-0.470160863874032,-0.750593543624331,0.606917721784439,0.217574726138145
"25",-1.1147890323076,0.156285618614757,-0.127262348498957,-0.883157961953298,0.0339966659825785,0.0372094464186446
"26",-1.14526582475646,-0.11026043982561,-0.0902669950292983,-0.746553676310411,0.0126962600920029,0.364809207642807
